label,text
0,@USAirways a member of your staff at PHL just gave us excellent customer care. Shame the same couldn't be said for the past 24 hours.
0,"@SouthwestAir no after 75 mins of hold, I finally hung up! Ridiculous wait times. Can you assist in Cancelled Flighting reservation?"
0,@JetBlue we are well aware. Insufficient info. No options.
0,@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.
0,@USAirways Is there a way to have someone contact me when you have an agent available? Need help Flight Booking Problems an award flight.
1,@SouthwestAir Thanks so much!
0,@USAirways after pleading with car service to stay 3 hrs. past pick up they left me and my family but it's ok i have water and crackers!
0,@JetBlue flight 16 now sent back to the gate even though the app says its leaving. Anyone have a clue? It's 36 and sunny at JFK
1,@USAirways - so far so good this week. SAV to CLT boarded BEFORE the departure time (first time in 4 weeks). Perhaps an on time departure?!
0,@americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX
0,@united which now has maintenance issues with an undetermined amount of time until the mechanics even arrive
0,@united this is not true. Gate agents 100% caused this. And we're not helpful. Thanks for making me miss connection!! http://t.co/xAIzW2isml
0,"@JetBlue hard to tell, but was told wifi only worked for one side of the plane."
0,@united how is it that my flight #3367 can arrive early and be delayed due to no gate being available. We are now 20 min Late Flight on tarmac
0,@united jx4s2t if you can out today would be great it's our honeymoon and this delay you has put a damper on iy
0,@VirginAmerica Why is it taking 12 years to fly home to Dallas? Get your shit together.
1,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!
0,@AmericanAir won't answer the reservation line!  Nice service.  We may be stuck...
1,@united I should be fine. They automatically changed my connecting flight for me so I wouldn't miss it. A+ work.
0,@USAirways Commitment to excellence is 2b praised. Can get you to the wrong city 2 days Late Flight or the right one 3 days Late Flight. #customerservice
0,".@AmericanAir nice 2 know. I paid 4 a seat. Then you sold my seat. now I bought a 3rd seat. It's a good scam, but a scam all the same."
0,@USAirways @rylietolbert15 wow you wouldn't say
0,"@united I'm checked in, agent wouldn't tag my bags at 7am. Now I'm standing in line hell."
1,"@AmericanAir Thanks, both airlines said that it is located at AA Detroit. Also was informed that it flew with AA, which shouldn't matter."
0,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now
0,"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?"
0,@united already missed  connection ugh
0,"@united, Thanks, but I didn't want to see 'we've started your flight search over' OR 'the fare &amp; rules for this itinerary has changed' again"
1,"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses."
0,@united mechanical issues causes delay and connecting plane at ORD only needed to wait 10 min for them. Refused and left early instead. Wtf
0,"@united love how you don't give a shit about people who tried to be loyal, but you screw them every way till Sunday. Glad I've stayed away"
0,@usairways you mean 10:30pm. I'd be in vegas by now if I'd been allowed on my original flight.
0,"@SouthwestAir 9 hrs in Baltimore, still not going to get my baggage to greenville w me. This is just unbelievable."
0,@USAirways half an inch of snow in Charlotte #overwhelming
0,@SouthwestAir there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again..
1,"@USAirways Stars aligned. Connecting flight was delayed into CLT. Made it! Thanks, glad to know someone is listening. Time for 80° in MoBay!"
0,.@SouthwestAir received an error online and have been on hold for over 1.5 hours. Completely unacceptable.
0,@AmericanAir already shared with them. Nothing done!
1,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!
0,@USAirways no I am trying to get on a plane from Phx to RNO and the gate is saying the flight was downgraded.
0,".@united I think not. I'm not flying you again, if I can help it."
0,"@AmericanAir If you care, could you have someone call me to explain what is going on."
0,@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home
0,"@jetblue, it would be nice if the app would actually inform you that a flight is delayed."
0,@AmericanAir Your people on the phone can't see those? And to have it be over $800 difference. That's a poor process then...
1,"@JetBlue yes thankfully! Catering just got here and now they are loading, but very frustrated. I was supposed to be there by 10-10:30"
0,@SouthwestAir been waiting for 70 minutes on hold because yall Cancelled Flightled my return flight. Answer the phone!!!
0,@VirginAmerica too bad you say it takes 10 to 14 days via YOUR confirmation email. When I inquired after 3 weeks you claim 6 to 8 weeks!
0,"@JetBlue Hey Jetblue, you stranded an entire plane that was supposed to go to JFK and we are getting restless.  Need better communication!"
0,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.
0,"@AmericanAir @derekc21 , I leave Jaipur tomorrow , back to Dehli , Only in Delhi  one night .  we need to  use our abilities to make magic ."
0,@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.
0,@VirginAmerica you suck!
0,@united disappointed that u didnt honor my $100 credit given to me for ur mistakes. Taking my business elsewhere  ✌️out.
0,@AmericanAir We have been sitting on this bird #AA1457 for 2 hrs on the dfw tarmac.  Some water would be nice.  Where's your manners?
0,"@USAirways 3+ hours on hold... oh, wait, for less than 5 minutes a useless CSR talked to me and put me back on hold for the last 30 minutes."
0,@united I sent a PM over two weeks ago and have heard nothing!  #horribleservice #unitedsucks
0,"@AmericanAir The website won't let me view my reservation due to ""changes made outside http://t.co/nwF2FkA8fY"". I'm on hold now to get help."
0,@united terrible service for military members and their families. #ridiculous #UnitedAirlines
0,".@AmericanAir Alright prove it: (1/3) 3 days ago, I sat on a plane at JFK for 3 hrs, deplaned for 3 more, and when I re-boarded..."
0,@united has once again earned a place as the worst airline in the business
0,@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?
1,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue
0,@USAirways now siting on Tarmac in philly for another 15 minutes. This is so lame. Sorry doesn't help. This is terrible.
0,@USAirways no online clearly states I can NOT- It says to call res. I already explained that.
0,@AmericanAir @Delta @JetBlue I am going to be stuck in Florida for 3 days because @SpiritAirlines wouldn't hold my connecting flight to LGA
0,@AmericanAir you flew me into Chi instead and I got a ride to MKE. U said my bags would go to MKE today. Is it on the Cancelled Flightled flight tho?
0,@AmericanAir really appreciate the great customer service... One of your service agents just hung up on me when asking legitimate questions
0,@AmericanAir yeah that's not helping. Having my bag shipped to the correct city the first time probably would have helped.
0,"@AmericanAir fair enough. But they could have at least told us. Once again it's the lack of communication. Delays happen, just tell me"
1,@united Thanks for the timely service &amp; great staff getting my wife and me to and from Cancun this past week for our honeymoon.
1,@JetBlue love traveling with Jetblue. Cant wait to go to Paris oui oui!!! NYC was awesomeee!
0,@united you guys suck. You delay flights but can't hold the connectors 10 minutes??? #WorstAirlineEver
0,@united delayed going home AGAIN. Getting really tired of delays.
0,@USAirways tells me to talk to @AmericanAir about my delayed flights. AA tells me to talk to US. #ihatemergers
0,@united Please msg me a # for customer service. I will have an invoice for my dry cleaning but won't be able take wet clothes to the airport
1,"@united Yes, they did. Must have fixed the broken ramp. Thanks!"
0,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim."
0,"@united Beyond frustrated  Sked change = no seats, earlier departure and double layover.  Of course only seats are $$++.  Cust svc no help"
1,@SouthwestAir Glad it was finally resolved too. Too bad I can't get a free voucher to go with mine so I can have a friend travel next time!
0,@USAirways @Expedia 7 Hours for my friend to rebook his trip to Korea after @USAirways Cancelled Flightled a connecting flight to Chicago = IDIOTIC.
0,@SouthwestAir no had to rebook my flight myself and am about to board in bham.
0,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!
0,@SouthwestAir hates guitar players. Chgd for oversize AND extra bag on my acoustic guitar. Epic fail.
0,@USAirways hello??? Anyone there?
0,"@VirginAmerica I spoke with a representative that offered no solution, I am a loyal customer who flies on @VirginAtlantic as well"
1,@AmericanAir v nice of you to give me a breakfast voucher for $7 in an airport. That almost got me a whole drink!!
0,@AmericanAir So plot thickens. We're on plane but no ground crew to get us off gate. Apparently under the weather in large numbers....
0,@SouthwestAir I filled in the form on the website too. Darn it all. I guess I'll just have to cross my fingers.
0,@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!
0,"@USAirways this is ridiculous.  I have a 6:00 AM flight and two hours of rest, wasted!!!"
0,@USAirways @AmericanAir now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell
1,@SouthwestAir following. Thank you.
0,@united thx. Come hell or high water...
0,@JetBlue you really should be more proactive with passengers when you know the entertainment system isn't working. At least let me get a mag
0,"@USAirways Also, we are in family crisis &amp; you charge full price for all these flights, PLUS $200 2 change flights, even for emergencies."
1,@united Anna Palm Springs gate 19  deserves a medal! Handled 30 ppl missing flights like a pro!
0,"@SouthwestAir  Flight today from PHL to DAL Cancelled Flightled. 96 min on hold, rebooked for tomorrow. Now that flight is Cancelled Flightled.  On hold again."
0,@JetBlue now when I call it's still at the warehouse and might be going out tonight
0,@SouthwestAir staff was overall awful through multiple airports would have switched airlines if another flight was available
0,@JetBlue Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .
0,@USAirways your customer service at CLT is terrible!!! My flight was delayed from JFK for 2 hours!  Get to CLT to horrid customer service!
0,@SouthwestAir I want to file a formal complaint against a disgruntled employee @ LaGuardia who ruined mltple people's travel plans yesterday
0,@united is by far the worst airline ever 😡😡
0,Reply to @united - Doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.
0,@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars
1,@united Thanks. It is on the same ticket.
1,@SouthwestAir love..luv the addition of the passbook option.
0,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.
0,@united My guess:flight is going to be Cancelled Flightled because there are 16 empty seats and those who confirmed are not important. #frustrated
0,@USAirways over 15min hold on your reservation line. embarrassing. AA Platinum member.
1,@AmericanAir Nicest people ever flight to Chicago.Thanks David Deane &amp; Norma Sedholm for making me feel comfortable ✈️✈️✈️✈️✈️✈️✈️
0,@AmericanAir still on hold. After you hung up on me the first time (another 45 minutes!) http://t.co/IMRLAu77iH
0,@USAirways seriously buy some WD40 for A319 operating flight 634 from GEG to Phoenix. Every seat squeaks w every shift. Still on ground!
0,"@USAirways Paid for a Choice Seat my Choice is to NOT have big man next to me in my seat, too. #oldseatnocushion #worstflight #nohelponboard"
0,Really? 9+hours???? @united: @JenniferWalshPR We don't like delays and do all we can to avoid them. We'll have you on your way ASAP
1,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again"
1,"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single."
1,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock"
0,@AmericanAir this merger with @USAirways @usairwis a cluster of inefficiency and misinformation.  When is it going to be done?
0,. @united you know your updates every 6 hours telling me you don't know where my bags are is also equally irritating. #ColtsMissingBags
0,"@united has been showing the same tone deaf video for all these years about how ""wifi is coming!"" Hah.Not before I leave. @VirginAmerica ftw"
1,"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!"
0,"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?"
0,@AmericanAir I called reservation at 1 am and I'm still waiting for someone to call me back
0,@USAirways I've been on hold for 40 minutes just to get a receipt. I know you guys are busy but I think it's time to higher more staff!
0,@AmericanAir pretty frustrating when you can't even stay on hold to get help after a flight Cancelled Flightation!
0,@SouthwestAir please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting
0,"@AmericanAir actually, online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase"
0,"@AmericanAir By the time the 2 hrs passed before I got a call back, the ticket was more $$. It wasn't my fault yet I had to pay extra"
0,@SouthwestAir why is customer relations still not open....in Texas?!
0,"@united You need to change the way customer service is handled! I have been waiting for a supervisor to contact me for 17 days, what gives?"
1,"@united ok, have sent u info via DM. I appreciate your help and consideration. 😊"
1,@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW
0,@united yes to three different checkers along the walk to the plane. Overkill
0,@united still no response??
1,@AmericanAir thank you for responding rather quickly btw
0,@JetBlue why is t that every time I fly jfk even more speed doesn't work waiting for 10 min #nogood
0,"@united appreciate it, but changing time by 10 min multiple times 6 hours before flight is just annoying and seems like you have 0 clue"
0,@USAirways Hold time to book award travel from Gold status: 4 HOURS and counting!!!! + 4 days of calling #usairwaysfail @AmericanAir
0,"@united Disappointed,UNITED did NOT feed small CHILDREN on a 5 &amp; half hour flight (Honolulu to Los Angeles), Appalling, ESP food waspaid for"
0,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket."
1,@SouthwestAir Southwest is definitely my favorite airline to fly! :D
0,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them
1,@SouthwestAir thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir
0,@AmericanAir Thank u! Did reach out to both and have not had a response yet. Lost and Found goes straight to VM.
0,@united no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?
0,@united I've been doing this for 15 years and I've never had this many issues with any other airline.
0,@AmericanAir @Cowboycerrone You apologise for HIS frustrations &amp; HIS disappointment but NOT your terrible service? #BlameShiftOverload
0,@USAirways ever think about hiring more agents? Come on now. Don't you think 4 hour holds is a little ridiculous? Get a clue
0,"@SouthwestAir can't checkin online for 2:00 flight tmrw fr. Cancun. ""Undefined error"" &amp; 800# not working.Family of 4 don't want Cgroup! Help"
0,"@AmericanAir nothing, you have done enough."
1,@USAirways thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.
0,@SouthwestAir thanks! I expected a wait... Just not that long. :)
0,@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.
1,"@united done just now, thanks."
0,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!"
0,@SouthwestAir The problem is apologies don't help. Results matter and it's proving impossible to find anyone who is interested in that.
0,"@united This is the 2nd time I was rebooked (w/delays), and for reasons unreLate Flightd to weather. How do I go about requesting a flight voucher?"
0,@southwestair Grand total from landing to getting bag: one hour. That's very sad.
0,@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR
0,@USAirways 8 hrs of wait time is unbelieavle unaccpetable biggest airline in the world should have failback call centers
0,@united please stop spending mktg $ on branding ads. Use savings to improve #cxp. 1hr wait for luggage due to short staff is unacceptable
0,@JetBlue Complete waste of an entire day. Pathetic.
1,@AmericanAir None of the #LAX flights into #DFW have been Cancelled Flightled. Those landing before and after ours are fine. Completely arbitrary.
0,"@united she has crossed 4 prior times with other carriers and no issue. Karen was rude, untrained and unhelpful I also spoke"
0,@USAirways attendants at the gate. Enjoyed watching the other flight to our destination take off before having a horrible attendant give us
1,@SouthwestAir is the best. Case and point. https://t.co/ucVnilMb4x @ryand2285 #HappyBirthday
0,@AmericanAir not enough push crews for JFK = 1.5 he delay and counting....
1,"@USAirways Awesome USAir, TYSVM &lt;3"
0,"@united, wtf is your username and/or email addr signin STILL unavailable? Been trying to login since Sunday"
0,@USAirways what do I push to rebook with that 800 number
0,@AmericanAir my wife is stuck in #Brownsville any chance she can get any flight out? She needs to be at work tomorrow morning.
0,@AmericanAir hi there flight from Dallas just Cancelled Flightled going to LA. Can u pls help rebook me?
0,@united why am i mot getting my refund?
0,@JetBlue you #fail. Snow coming to DC area. Tried to get on earlier flight. You refused. Now flight 6.5 hours delayed. Greedy and foolish.
0,@USAirways seems to be the only airline without a dedicated line for status members
1,@USAirways thank you!!
0,"@USAirways usually ""sorry"" doesn't involve moving people to middle seats and removing them from upgrade lists. Guess that's a club perk."
0,@JetBlue @ZKatcher @bretharold does it look like to we talked to customer service? http://t.co/vYUAnh4Iqr
0,"@SouthwestAir went to front restroom on plane, on sink sign that said no water, use hand sanitizer. First time I've ever seen that. GROSS!"
0,@USAirways she just did but really how drunk does someone have to be before you stop serving them
0,@AmericanAir How do I change my flight if the phone system keeps telling me that the representatives are busy?
0,@united Now about two dozen back in line to see a single CSR for reFlight Booking Problems final leg. (Kiosks on fritz.)
0,@USAirways 2 days and 2 hours on hold the other day. Charge me double for flights and can't even fix it. Worst service I've ever had
0,@AmericanAir that is absolutely false stmt.  You have a comedy of errors incl no catering etc #GetYourActTogether
0,@united pls properly train your agents. Requested to speak to 1k customer service &amp; was transferred to a dead end. Not even open at this hr
1,@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed
0,"@USAirways no, they could be at Laguardia, JFK or Charlotte. I have no idea where they are now tho"
1,@USAirways Flight # 604. Thanks.
0,@united i will never be flying with #UnitedAirlines ever again. $285 for checked bags? All under 50lbs? #angrycustomer #unitedairlinessuck
0,@USAirways started trying to reach a real person over an hour ago still no luck
1,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.
1,@USAirways HA!  You're fun.
0,@JetBlue any info on why flight 704 from SJU to JFK is already delayed 2 1/2 hours?
0,"@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA."
0,@JetBlue - He Cancelled Flightled a flight &amp; was given 2 weeks to apply travel bank credit to another flight &amp; credit was transferable
0,I just need a place to sleep when I land without accommodations in PLS @AmericanAir!
0,@united I'm desperately trying to understand how my girlfriend is being treated with this Cancelled Flightled/delayed flight.  #unacceptable #ORD
0,"@united flight landed 13 hours ago, 2 more flights CMH-IAD last night and still no bag..could have driven it from CMH"
0,@JetBlue Hey guys! Your Flight Booking Problems system ran my first and middle names together at time of Flight Booking Problems. Is that going to be a #TSAnightmare ?
1,@AmericanAir Always enjoy my time. Now on the plane to DFW!
1,@AmericanAir thanks. They did not charge anything in the end so all is good.
0,@USAirways @nanceebing 4 hour hold times at the moment...and counting. #disgrace
0,.@VirginAmerica does that mean you don't have a policy for destroyed luggage?
0,@SouthwestAir why am I still in Baltimore?! @delta is doing laps around us and laughing about it. # ridiculous
0,"@USAirways grades for this trip:

Flight timeliness: 👎✈️
Cancelled Flightations: 👎😬
Customer Service: 👎😡
Flight attendants: 😊👏"
0,@united So what does someone with severe anxiety do when the one person who can help him isn't next to him?
0,@USAirways truly dissapointed when our flight is delayed and going to miss connection that we are expected to rebook our own flight????????
1,"@JetBlue incidentally, Sheila at JFK deserves a raise because she's awesome."
0,@SouthwestAir I know one thing @Delta would NEVER treat their customers like this!!!!
0,STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”
0,@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!
0,@VirginAmerica is the website down?
1,"@JetBlue you are officially my favorite, thank you for the wonderful service at JFK"
0,@AmericanAir delayed.....wow
0,@SouthwestAir do we have a time estimate for our luggage? we'll be sure to fill out your survey!!
0,@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?
1,@united the upgrade to first class was a nice way to fix your earlier mistake. Thank you!
0,@USAirways it shouldn't take longer to get to the gate than the flight itself takes.... 59 minutes flying time - 47 minutes on runway so far
1,@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight
0,@USAirways I have been calling for 3 days!
0,@USAirways fuck you.
0,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable."
0,@united - could you please send me a phone # to the refunds department?  We have submitted our claim through email without success.
0,@USAirways here we go again. Same flight as last week. Delayed already 45 mins. Think the 7:15 can leave PHL before 1:15 am? #waitingagain
0,@AmericanAir Trying to get my flight changed through dallas. Calling your number just says thanks for calling and hangs up. Guess I'm stuck
0,@AmericanAir instead they yelled at him and told him to call a number that will not pick up due to call volume
0,@united now we are trying to get to San Juan from Chicago O'Hare. Having lots of problems. May get a standby flight.
0,"@AmericanAir, that's not the point. Say its $1300 at the counter when I clearly see $500 on your site? AA agent was @ a loss 4 words, too"
0,@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.
0,@USAirways Its pretty ridiculous that at PHX sky harbor you have 4 (!) employees working check in on a SUNDAY afternoon. 30 min &amp; counting..
0,@united already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..
0,"@united first you lost all my bags, now you Cancelled Flight my flight home. 30 min wait to talk to somebody #poorservice #notgoodenough"
0,"@AmericanAir 719. Looks like we are about to get going, finally!"
0,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
0,@USAirways I did and it's been a disaster. You had me sitting on the runway only to bring the plane back to the gate smh
0,@AmericanAir Worst airline ever. We have been stranded for 24 hours because of your 7 hour delay with flight 104 last night.
0,@SouthwestAir @PoteetTJ had to fly @Delta MCO-&gt;CMH for $400 b/c we cldnt reach SWA to reroute SWA 3104 Cancelled Flightlation. Voucher wld help.
0,@usairways I've called for 3 days and can't get thru. is there some secret method i can use that doesn't result in you hanging up on me?
0,@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again
0,"@united ""where we trick you into making us look popular on Twitter by being the worst airline"" #wellplayed #jokesonus"
0,@USAirways @corybronze  INCONVENIENCE? Are you people freaking nuts? This guy has TWO KIDS WITH HIM and you STRAND him in an airport! #FAIL
1,@JetBlue thank you!
1,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!"
1,@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job
0,@SouthwestAir jumped the gun a little Cancelled Flighting our flights? No other airline is Cancelled Flighting out of Louisville. You're ruining my vacation.
0,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed
0,@AmericanAir I'm flying into DCA my bag is at IAD.  I am already Late Flight for my meetings at work.  I will call the number when I land 😭
0,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day"
1,"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat."
0,@USAirways @SDFAirport  I really needed to be back home yesterday and at work at 9am today. Been on plane and sitting for an hour #peeved
0,@SouthwestAir from groupA to group C. We have never got to sit next to each other on any south west flight not even on our honey moon
0,@united DUH and done. bag whereabouts unknown. Greeeaat
0,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?
0,@united I see you tweeting as little as 7 min ago. Are you just ignoring my CS request? #CantLogOutOfUnitedWifi
0,"@usairways now on hold for an hour. So frustrating, I suspect you have more operators come in on days like this w/inclement weather?"
0,@united very disappointed in CC. Purchased ticket online w/ voucher and charge full amnt. Would not hold price after refund. Unacceptable
0,@JetBlue Alternatives?  You have absolutely no respect for loyal customers.  8 years.  No more.  I'm done.
0,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date
0,"@VirginAmerica Hi, Virgin! I'm on hold for 40-50 minutes -- are there any earlier flights from LA to NYC tonight; earlier than 11:50pm?"
1,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney
0,@SouthwestAir Twitter says I can't DM someone unless they follow me.  Can @SouthwestAir follows my twitter? thanks you.
1,@AmericanAir SFO. Natt (the agent who helped me) really did an awesome job.
0,"@USAirways I need help. In air on #717 to CLT from PHL. Conf: D1MQF5 Need confirmed on #1776 to BNA at 10:30. Been bumped all day, need home"
1,@united thanks for more timely updates.
0,@AmericanAir narrowly made standby...lots of snags this trip!
0,@USAirways I called the BTV desk; they had more information - so it exists.  Your systems don't make it easy for the customer to access it.
0,"@AmericanAir I didn't miss my flight.  American Airlines gave my ticket, as well as 6 other passengers tickets away. Not my fault."
0,@USAirways surely there are some other ways to help me - I can't really afford another 4 hours now. Pls follow me so we can DM
0,"@SouthwestAir my wife has now been on hold for 90 minutes....I get weather is bad, but this is insane. #customerservice #customerloyalty"
1,@united thnx
0,"@united ouch, delays due to mechanical issues again QRO will have to wait! Yall seem to be falling apart #alwaysdelayed #unitedfail"
0,@USAirways will you please update your website with the most current flight status? And update your customer service phone # on @google thx
0,"@USAirways  If you can waive a fee at time of Cancelled Flightation, you CAN WAIVE IT AT A FUTURE DATE! #usairways #ripoff #poorcustomerservice"
1,@SouthwestAir @karajusto OK we will! Thank you!!!
0,@JetBlue ok we got as far as Atlantic City due to JFK being closed. Can you get us to HPN or LGA?? Please?
0,"@SouthwestAir understood. Just frustrating, you buy early bird check on the day they go on sale at 6:30am and get mid 'b'. Feel ripped off."
1,@united counter agents at RDU deserve a medal. #thankyou
0,@AmericanAir I need a flight out tonight. Isn't there anything else?
0,"@AmericanAir There was no one from #AA at the #woase2015 event @HelsinkiAirport
Lots of info available of #winterops"
0,@USAirways stuck in cae need reFlight Booking Problems for next flight possibly dm for more info
0,@AmericanAir How am I supposed to Cancelled Flight it if I can't do it online?  I don't want to lose all the funds on the ticket.  HELP!!! :(
0,@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝
1,@Jetblue first airline to use #applepay in flight #airlines
0,@united Extremely disappointed in #Flight6831. United left crew and pssgrs stranded in rain @ gate with no cover. Left Psngrs 2 depart plane
0,@JetBlue you want me to talk to the wall?
0,@united   Pushing 2 hours on hold. Priceless. http://t.co/thS10LDY2a
0,"“@AmericanAir: @RussellsWriting Russ, please contact Reservations at 800-433-7300 for reFlight Booking Problems options.” Good luck with that!"
0,"@united so you told me to go, knowing what the issue was, only for me to go there and find out that you won’t fix it?"
0,@AmericanAir lost @LeslieWolfson luggage on flight yesterday morning #Miami to #NewYork #LGA no response and no luggage more than 37 hrs ltr
1,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉
1,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.
0,"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading."
0,@JetBlue is the worst. I have to postpone my trip and they can't accommodate guests like @SouthwestAir #NeverAgain
0,@AmericanAir re-staff and commence new policies because your industry is so embarrassed by you.
0,@USAirways over 4 weeks since you took our money and left us stranded 9 hours from home. Had to rent a car and you still have not helped us
0,@AmericanAir FINALLY called me back... BUT HASN'T SPOKEN TO ME.  Like the worst prank call EVER!!
0,"@SouthwestAir like kelsey said, really bad spot for locals. Do you know how long it takes to find parking then walking over to the bellagio?"
0,@united sure but the plane is an hour Late Flight! Your ontime departure ship sailed away a long time back!
0,"@JetBlue Rats, that's a bummer!"
0,@USAirways I have been on hold for over one hour waiting to reschedule a flight. How much longer should I expect?
0,@united and now your rep just hung up on me after over 35 mins on hold because I asked for a supervisor. I'm furious right now.
0,@USAirways then she had to get her own hotel so ur agents did nothing to help and to top it off you sent her luggage on the wrong flight!!!
0,"@JetBlue if you want to be helpful, find us a seat. Don't quote terms and conditions. #jetbluefail"
0,@USAirways Emailed them a week ago and still nothing...
0,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,"
0,@JetBlue that's not a answer!
0,"@united feeling poor on the church-mouse level here, 180 dollars is enough to make a grown man cry. I'm not a grown man but tears happened"
1,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA"
0,@united @UCtraveladvisor - I would have loved to respond to your website until I saw the really long form. In business the new seats are bad
0,@united its in black and white. EU law and all that €600 for a Cancelled Flightled flight. I want my money
